"","SHOT_DISTANCE","Type","Shot_Quantity","Made_Quantity"
"645",26,"Running Jump Shot",31,11
"646",26,"Running Pull-Up Jump Shot",21,13
"647",26,"Step Back Jump shot",91,43
"648",26,"Turnaround Bank shot",1,1
"649",26,"Turnaround Fadeaway Bank Jump Shot",1,1
"650",26,"Turnaround Fadeaway shot",2,1
"651",26,"Turnaround Jump Shot",8,2
"652",27,"Fadeaway Bank shot",1,0
"653",27,"Fadeaway Jump Shot",5,2
"654",27,"Jump Bank Shot",5,2
"655",27,"Jump Shot",1837,552
"656",27,"Pullup Jump shot",157,90
"657",27,"Running Jump Shot",9,4
"658",27,"Running Pull-Up Jump Shot",12,8
"659",27,"Step Back Jump shot",31,14
"660",27,"Turnaround Jump Shot",4,1
"661",28,"Driving Bank shot",1,1
"662",28,"Fadeaway Jump Shot",1,1
"663",28,"Jump Bank Shot",3,2
"664",28,"Jump Shot",605,166
"665",28,"Pullup Jump shot",44,26
"666",28,"Running Jump Shot",7,0
"667",28,"Running Pull-Up Jump Shot",2,1
"668",28,"Step Back Jump shot",9,7
"669",28,"Turnaround Jump Shot",3,0
"670",29,"Fadeaway Bank shot",1,1
"671",29,"Fadeaway Jump Shot",2,1
"672",29,"Floating Jump shot",1,0
"673",29,"Jump Bank Shot",2,2
"674",29,"Jump Shot",223,57
"675",29,"Pullup Jump shot",20,14
"676",29,"Running Jump Shot",4,0
"677",29,"Running Pull-Up Jump Shot",2,1
"678",29,"Step Back Jump shot",1,1
"679",29,"Turnaround Jump Shot",1,0
"680",30,"Driving Floating Bank Jump Shot",1,0
"681",30,"Jump Bank Shot",2,0
"682",30,"Jump Shot",118,14
"683",30,"Pullup Bank shot",1,1
"684",30,"Pullup Jump shot",8,6
"685",30,"Running Jump Shot",6,2
"686",30,"Step Back Jump shot",1,1
"687",31,"Jump Shot",51,9
"688",31,"Pullup Jump shot",5,3
"689",31,"Running Jump Shot",4,0
"690",31,"Running Pull-Up Jump Shot",2,1
"691",31,"Step Back Jump shot",1,1
"692",32,"Floating Jump shot",1,1
"693",32,"Jump Bank Shot",1,0
"694",32,"Jump Shot",27,4
"695",32,"Pullup Bank shot",1,1
"696",32,"Pullup Jump shot",4,0
"697",32,"Running Jump Shot",4,0
"698",33,"Jump Bank Shot",1,1
"699",33,"Jump Shot",25,1
"700",33,"Pullup Jump shot",4,3
"701",33,"Running Jump Shot",3,0
"702",33,"Running Pull-Up Jump Shot",1,0
"703",33,"Turnaround Jump Shot",2,0
"704",34,"Jump Shot",26,3
"705",34,"Pullup Jump shot",2,0
"706",35,"Fadeaway Jump Shot",1,0
"707",35,"Jump Bank Shot",3,2
"708",35,"Jump Shot",19,0
"709",35,"Pullup Jump shot",5,1
"710",35,"Running Jump Shot",4,0
"711",35,"Running Pull-Up Jump Shot",1,0
"712",36,"Driving Floating Jump Shot",1,0
"713",36,"Jump Shot",17,0
"714",36,"Pullup Jump shot",3,0
"715",36,"Running Jump Shot",2,0
"716",36,"Running Pull-Up Jump Shot",1,0
"717",37,"Jump Shot",18,4
"718",37,"Pullup Bank shot",1,0
"719",37,"Pullup Jump shot",2,1
"720",37,"Running Jump Shot",2,1
"721",37,"Running Pull-Up Jump Shot",1,0
"722",37,"Turnaround Jump Shot",1,0
"723",38,"Driving Bank Hook Shot",1,0
"724",38,"Driving Floating Jump Shot",1,0
"725",38,"Jump Shot",24,0
"726",38,"Running Jump Shot",3,0
"727",39,"Jump Bank Shot",1,1
"728",39,"Jump Shot",19,0
"729",39,"Running Jump Shot",4,1
"730",39,"Running Pull-Up Jump Shot",1,0
"731",40,"Driving Floating Bank Jump Shot",2,0
"732",40,"Driving Floating Jump Shot",1,0
"733",40,"Fadeaway Jump Shot",1,0
"734",40,"Jump Shot",40,4
"735",40,"Running Jump Shot",3,0
"736",40,"Running Pull-Up Jump Shot",2,1
"737",41,"Jump Shot",18,0
"738",41,"Pullup Jump shot",1,0
"739",41,"Running Jump Shot",5,0
"740",41,"Running Pull-Up Jump Shot",1,1
"741",42,"Jump Shot",9,0
"742",42,"Running Jump Shot",3,0
"743",43,"Jump Shot",23,1
"744",43,"Running Jump Shot",1,0
"745",44,"Driving Floating Jump Shot",1,0
"746",44,"Jump Bank Shot",1,1
"747",44,"Jump Shot",12,1
"748",44,"Pullup Jump shot",1,0
"749",44,"Running Jump Shot",2,1
"750",45,"Jump Shot",10,0
"751",45,"Running Jump Shot",4,0
"752",46,"Driving Floating Jump Shot",1,0
"753",46,"Floating Jump shot",1,1
"754",46,"Jump Shot",10,0
"755",46,"Running Jump Shot",2,0
"756",47,"Jump Bank Shot",1,0
"757",47,"Jump Shot",23,1
"758",47,"Running Jump Shot",1,0
"759",48,"Driving Floating Jump Shot",1,1
"760",48,"Jump Bank Shot",1,1
"761",48,"Jump Shot",20,1
"762",48,"Running Jump Shot",4,0
"763",49,"Jump Shot",19,1
"764",49,"Pullup Jump shot",1,0
"765",50,"Driving Floating Bank Jump Shot",1,0
"766",50,"Jump Shot",16,1
"767",50,"Running Jump Shot",1,0
"768",50,"Running Pull-Up Jump Shot",2,0
"769",51,"Driving Floating Bank Jump Shot",1,0
"770",51,"Jump Shot",17,1
"771",51,"Running Jump Shot",2,0
"772",52,"Jump Shot",12,0
"773",52,"Running Jump Shot",1,0
"774",53,"Jump Bank Shot",1,1
"775",53,"Jump Shot",12,0
"776",53,"Running Jump Shot",2,0
"777",54,"Jump Shot",14,0
"778",54,"Pullup Bank shot",1,1
"779",55,"Jump Shot",14,0
"780",56,"Jump Shot",7,0
"781",57,"Jump Shot",8,0
"782",57,"Running Jump Shot",1,0
"783",58,"Jump Shot",13,0
"784",58,"Running Jump Shot",2,0
"785",59,"Jump Shot",10,0
"786",59,"Running Jump Shot",1,0
"787",60,"Jump Shot",7,0
"788",61,"Jump Shot",13,0
"789",62,"Jump Shot",8,0
"790",62,"Running Jump Shot",1,0
"791",63,"Jump Shot",9,0
"792",63,"Running Jump Shot",1,0
"793",64,"Jump Bank Shot",1,1
"794",64,"Jump Shot",4,0
"795",64,"Running Jump Shot",1,0
"796",65,"Jump Shot",3,0
"797",66,"Jump Bank Shot",1,1
"798",66,"Jump Shot",8,0
"799",67,"Jump Shot",9,0
"800",68,"Jump Shot",6,0
"801",68,"Running Jump Shot",1,0
"802",69,"Jump Shot",11,0
"803",70,"Jump Shot",2,0
"804",71,"Jump Shot",6,1
"805",72,"Jump Shot",4,0
"806",73,"Jump Shot",6,0
"807",74,"Jump Shot",3,0
"808",75,"Jump Shot",1,0
"809",76,"Jump Shot",5,0
"810",77,"Jump Shot",4,0
"811",78,"Jump Shot",3,0
"812",79,"Jump Shot",1,0
"813",80,"Jump Shot",3,0
"814",81,"Jump Shot",2,0
"815",82,"Jump Shot",2,1
"816",83,"Jump Shot",1,0
"817",85,"Jump Shot",1,0
"818",86,"Jump Shot",1,0
"819",87,"Jump Shot",1,0
